type,name,notice,furigana
特定粗大ごみ ,タイヤチェーン（金属製） ,"まとめる
ゴム・プラスチック製のものは「燃やせないごみ」 ",た
燃やせないごみ ,タイヤ（自転車用） ,ホイール・車輪付で50センチメートルを超えるものは大型ごみ,た
処理困難物 ,タイヤ（自動車用） ,市が収集処理できないもの　ホイールも同様の扱い,た
処理困難物,タイル ,市が収集処理できないもの,た
燃やせるごみ ,ダウンジャケット ,,た
衣類・布類 ,タオル・タオルケット ,,た
大型ごみ ,高枝バサミ ,140センチメートル以下は燃やせないごみ,た
燃やせるごみ ,抱き枕 ,,た
燃やせないごみ ,竹馬 ,140センチメートルを超えるものは大型ごみ　1対で1点,た
処理困難物 ,畳 ,市が収集処理できないもの ,た
大型ごみ ,畳（マットタイプ） ,"3枚まで1点
畳芯が発砲スチロール等のものに限る
50センチメートル以下は燃やせないごみ",た
プラスチック製容器包装類 ,卵パック ,プラマークがなければ燃やせるごみ,た
大型ごみ ,たらい（金属製） ,50センチメートル以下は燃やせないごみ ,た
燃やせないごみ ,たらい（プラスチック製） ,50センチメートルを超えるものは大型ごみ,た
特定大型ごみ ,タンス ,"50センチメートル以下は燃やせないごみ
1メートル以下は大型ごみ",た
特定粗大ごみ ,ダンベル ,棒と重り2枚まで1点　　追加の重りは2枚で1点,た
特定大型ごみ ,チェスト ,"50センチメートル以下は燃やせないごみ
1メートル以下は大型ごみ",ち
大型ごみ ,チャイルドシート ,50センチメートル以下は燃やせないごみ,ち
大型ごみ ,茶箱 ,50センチメートル以下は燃やせないごみ　,ち
特定大型ごみ ,ちゃぶ台 ,"50センチメートル以下は燃やせないごみ
1メートル以下は大型ごみ",ち
燃やせないごみ ,茶碗 ,,ち
燃やせないごみ ,ちりとり ,,ち
特定大型ごみ ,机 ,"50センチメートル以下は燃やせないごみ
1メートル以下は大型ごみ",つ
処理困難物 ,漬物石 ,"市が収集処理できないもの
ビニール・プラスチック製カバーがついたものも同様の扱い",つ
処理困難物 ,土 ,市が収集処理できないもの,つ
燃やせないごみ ,突っ張り棒 ,"140センチメートルを超えるものは大型ごみ
3本で1点",つ
燃やせないごみ ,釣り竿 ,大きさにかかわらず燃やせないごみ ,つ
特定大型ごみ ,テーブル ,"50センチメートル以下は燃やせないごみ
1メートル以下は大型ごみ",て
燃やせるごみ ,テーブルクロス（ビニール製） ,,て
金属類 ,テーブルナイフ ,「金属類」指定10品目 ,て
燃やせないごみ ,デジタルカメラ ,,て
特定粗大ごみ ,鉄アレイ ,2個まで1点,て
大型ごみ ,鉄琴 ,50センチメートル以下は燃やせないごみ,て
燃やせないごみ ,鉄製の棒 ,"50センチメートルを超え2メートル未満のものは大型ごみ
3本まで1点",て
燃やせないごみ ,鉄板 ,"50センチメートルを超えるものは大型ごみ
1枚で1点",て
燃やせるごみ ,テニスボール ,,て
燃やせないごみ ,テニスラケット ,大きさにかかわらず燃やせないごみ　,て
家電リサイクル ,テレビ ,家電リサイクル法対象品目（液晶・プラズマ・ブラウン管のもの）,て
大型ごみ ,テレビ台 ,50センチメートル以下は燃やせないごみ,て
大型ごみ ,テレビ（プロジェクター式） ,50センチメートル以下は燃やせないごみ,て
燃やせないごみ ,電気オーブン ,50センチメートルを超えるものは大型ごみ　,て
処理困難物 ,電気温水タンク ,市が収集処理できないもの ,て
燃やせないごみ ,電気スタンド ,50センチメートルを超えるものは大型ごみ,て
大型ごみ ,電気ストーブ ,50センチメートル以下は燃やせないごみ,て
燃やせるごみ ,電気毛布 ,小さくたたんでひもでしばってください,て
処理困難物 ,電子ピアノ ,"市が収集処理できないもの
卓上タイプは大型ごみ",て
大型ごみ ,電子レンジ ,50センチメートル以下は燃やせないごみ,て
大型ごみ ,天体望遠鏡 ,"2メートル未満のものに限る　　台とセットでも可
50センチメートル以下は燃やせないごみ",て
燃やせないごみ ,電池（乾電池） ,乾電池だけを透明・半透明の袋に入れる（マンガン電池・アルカリ電池）,て
処理困難物 ,電池（充電式電池） ,販売店などの回収ボックスへ,て
処理困難物 ,電池（ボタン電池） ,販売店などの回収ボックスへ（型式記号CR及びBRは燃やせないごみ）,て
大型ごみ ,テント ,"折りたたむ
50センチメートル以下は燃やせないごみ",て
大型ごみ ,電動のこぎり ,50センチメートル以下は燃やせないごみ,て
大型ごみ ,電動バイク（おもちゃ） ,50センチメートル以下は燃やせないごみ ,て
ベッド欄を参照 ,電動式ベッド ,,て
燃やせないごみ ,電話機 ,50センチメートルを超えるものは大型ごみ,て
大型ごみ ,ドア ,"1枚で1点
自分で取り外した2メートル未満のものに限る",と
燃やせないごみ ,陶器 ,50センチメートルを超えるものは大型ごみ,と
燃やせないごみ ,籐製のかご ,50センチメートルを超えるものは大型ごみ,と
大型ごみ ,灯油用室外タンク ,"中は空にする
50センチメートル以下は燃やせないごみ",と
燃やせないごみ ,時計 ,"電池は外す
50センチメートルを超えるものは大型ごみ",と
大型ごみ ,戸棚 ,50センチメートル以下は燃やせないごみ,と
大型ごみ ,トタン ,"3枚まで1点
50センチメートル以下は燃やせないごみ",と
燃やせないごみ ,ドライヤー ,,と
大型ごみ ,ドラム缶 ,ふたが全開で中が空の状態のものに限る,と
大型ごみ ,ドラム（楽器） ,50センチメートル以下は燃やせないごみ,と
燃やせないごみ ,鳥かご ,50センチメートルを超えるものは大型ごみ,と
特定大型ごみ ,ドレッサー ,"50センチメートル以下は燃やせないごみ
1メートル以下は大型ごみ　　　　　",と
燃やせるごみ ,長ぐつ ,,な
大型ごみ ,流し台 ,,な
金属類 ,なべ ,「金属類」指定10品目 ,な
大型ごみ ,生ごみ処理機（電動式）,50センチメートル以下は燃やせないごみ,な
燃やせないごみ,24時間風呂（電気式）,"50センチメートルを超えるものは大型ごみ
ガス式は特定粗大ごみ",に
燃やせないごみ ,人形 ,"50センチメートルを超えるものは大型ごみ
中身が綿のものは燃やせるごみ",に
燃やせないごみ ,人形ケース ,50センチメートルを超えるものは大型ごみ,に
燃やせるごみ,ぬいぐるみ ,,ぬ
衣類・布類 ,ネクタイ ,,ね
燃やせるごみ ,寝袋 ,折りたたむ,ね
燃やせるごみ ,粘土 ,,ね
処理困難物 ,農薬 ,市が収集処理できないもの ,の
燃やせないごみ ,のこぎり ,,
特定粗大ごみ ,バーベル ,棒と重り2枚まで1点　　追加の重りは2枚で1点,は
処理困難物 ,バイク ,市が収集処理できないもの ,は
処理困難物,バイクの部品 ,市が収集処理できないもの,は
燃やせないごみ ,,"キャリアなど自分で後から取り付けるもの
50センチメートルを超えるものは大型ごみ",は
燃やせないごみ ,パイプ椅子（折りたたみ式） ,,は
大型ごみ ,パイプハンガー ,50センチメートル以下は燃やせないごみ,は
燃やせるごみ ,廃油ボックス ,,は
燃やせるごみ ,剥製 ,50センチメートルを超えるものは大型ごみ ,は
燃やせないごみ ,剥製ケース ,50センチメートルを超えるものは大型ごみ　,は
燃やせないごみ ,バケツ（金属製） ,"貼り紙などで「不用品」と表示する
50センチメートルを超えるものは大型ごみ",は
大型ごみ ,はしご ,2メートル以上は処理困難物,は
パソコンリサイクル,パソコン（ディスプレイ） ,パソコンリサイクル対象機器（液晶・ブラウン管のもの）,は
特定大型ごみ ,パソコンデスク ,"50センチメートル以下は燃やせないごみ
1メートル以下は大型ごみ",は
パソコンリサイクル ,パソコン（ノート型） ,パソコンリサイクル対象機器,は
パソコンリサイクル ,パソコン（本体） ,パソコンリサイクル対象機器,は
大型ごみ ,パソコンラック ,50センチメートル以下は燃やせないごみ,は
燃やせるごみ ,発煙筒 ,発火しないよう水に湿らせておく,は
処理困難物 ,バッテリー ,市が収集処理できないもの ,は
処理困難物 ,発電機 ,市が収集処理できないもの ,は
燃やせないごみ ,バット ,大きさにかかわらず燃やせないごみ,は
プラスチック製容器包装類 ,発泡スチロール ,プラマークがなければ燃やせるごみ,は
燃やせないごみ ,花台 ,50センチメートルを超えるものは大型ごみ,は
燃やせないごみ ,刃物 ,"紙などで包み「注意」と表示する
50センチメートルを超えるものは大型ごみ",は
燃やせないごみ ,パン焼き器 ,50センチメートルを超えるものは大型ごみ,は
処理困難物,ピアノ ,"市が収集処理できないもの
電子ピアノも同様の扱い",ひ
燃やせないごみ ,ビーチパラソル ,140センチメートルを超えるものは大型ごみ,ひ
燃やせるごみ,ビート板 ,50センチメートルを超えるものは大型ごみ,ひ
燃やせないごみ ,ピッケル ,50センチメートルを超えるものは大型ごみ,ひ
燃やせないごみ ,ビデオカメラ ,50センチメートルを超えるものは大型ごみ　,ひ
燃やせるごみ ,ビデオテープ ,,ひ
燃やせないごみ ,ビデオデッキ ,50センチメートルを超えるものは大型ごみ,ひ
大型ごみ ,ひな壇 ,50センチメートル以下は燃やせないごみ,ひ
大型ごみ ,ひな人形 ,"セットで1点
50センチメートル以下は燃やせないごみ",ひ
燃やせるごみ ,ビニールクロス（床用） ,,ひ
燃やせるごみ ,ビニールシート ,,ひ
燃やせるごみ ,ビニールプール ,,ひ
燃やせないごみ ,火鉢 ,50センチメートルを超えるものは大型ごみ　,ひ
びん ,びん（医薬品用） ,"中を空にする
乳白色のものは「燃やせないごみ」",ひ
びん ,びん（化粧品用） ,"中を空にする
乳白色のものは「燃やせないごみ」",ひ
びん ,びん（食料・飲料用） ,中を空にする,ひ
燃やせないごみ ,ファックス機 ,50センチメートルを超えるものは大型ごみ,ふ
燃やせないごみ ,笛 ,,ふ
大型ごみ ,フェンス ,解体する ,ふ
金属類 ,フォーク（金属製）,「金属類」指定10品目,ふ
大型ごみ ,ふすま ,"3枚まで1点
板でできたふすまは1枚で1点",ふ
大型ごみ ,仏壇 ,50センチメートル以下は燃やせないごみ,ふ
大型ごみ ,ふとん ,"3枚まで1点
スプリング無しで折りたためるマットレスも同様の扱い",ふ
燃やせないごみ ,ふとん乾燥機 ,50センチメートルを超えるものは大型ごみ,ふ
衣類・布類 ,ふとん袋 ,ビニール製は燃やせるごみ,ふ
大型ごみ ,ぶら下がり健康器 ,,ふ
金属類 ,フライパン ,「金属類」指定10品目,ふ
大型ごみ ,ブラインド ,"4メートルまで可
幅140センチメートル以下は燃やせないごみ",ふ
燃やせないごみ ,プランター（プラスチック製） ,140センチメートルを超えるものは大型ごみ,ふ
燃やせないごみ ,プリンター ,50センチメートルを超えるものは大型ごみ ,ふ
燃やせるごみ ,ブルーシート ,,ふ
大型ごみ ,風呂釜 ,,ふ
燃やせるごみ ,フロッピーディスク ,,ふ
燃やせないごみ ,風呂のふた ,,ふ
燃やせるごみ ,風呂のマット ,,ふ
特定粗大ごみ ,プロパンガスボンベ（容量5キログラム未満） ,"中が空のものに限る
容量5キログラム以上のボンベや中がプロパンガス以外のボンベは処理困難物",ふ
燃やせないごみ ,ペール ,,へ
特定大型ごみ ,ベッド ,"解体する　　1メートル以下は大型ごみ
マットレスは別の扱いで1点",へ
特定大型ごみ ,ベッド（介護用手動式） ,"解体する　　マットレスは別の扱いで1点
まだ使用できるものは社会福祉協議会へ",へ
処理困難物 ,ベッド（介護用電動式） ,市が収集処理できないもの　まだ使用できるものは社会福祉協議会へ,へ
特定大型ごみ ,ベッド（二段式） ,上下あわせて1点　　ベッドと同様の扱い,へ
特定大型ごみ ,ベッド（パイプ） ,解体する　　ベッドと同様の扱い,へ
大型ごみ ,ベッドパット ,3枚まで1点,へ
ペットボトル ,ペットボトル ,"ペット1の表示があるもの
飲料・酒類・醤油・みりん用のものに限る",へ
大型ごみ ,ベビーカー ,50センチメートル以下は燃やせないごみ,へ
大型ごみ ,ベビーバス ,50センチメートル以下は燃やせないごみ,へ
大型ごみ ,ベビーふとん ,布団と同様,へ
燃やせないごみ ,ベルト ,,へ
燃やせないごみ ,ヘルメット ,,へ
処理困難物 ,ペンキ ,市が収集処理できないもの ,へ
燃やせないごみ ,ペンケース ,,へ
大型ごみ ,便座 ,"50センチメートル以下は燃やせないごみ
洗ってから袋に入れる　　ふたも同様の扱い ",へ
大型ごみ ,ベンチ ,50センチメートル以下は燃やせないごみ,へ
燃やせないごみ ,弁当箱 ,,へ
布類・布類 ,ボアシーツ ,シーツも同様の扱い　,ほ
燃やせないごみ ,ほうき ,大きさにかかわらず燃やせないごみ　,ほ
燃やせるごみ ,帽子 ,,ほ
燃やせないごみ ,ボウリング用ボール ,,ほ
金属類 ,ボウル（金属製） ,「金属類」指定10品目 ,ほ
燃やせないごみ,ボウル（プラスチック製） ,,ほ
燃やせるごみ ,ホース ,丸めてひもで縛る,ほ
大型ごみ ,ポータブルトイレ ,"洗ってから袋に入れる
50センチメートル以下は燃やせないごみ",ほ
燃やせるごみ ,ボール ,ボウリング用のものは燃やせないごみ　,ほ
燃やせないごみ ,ポール（鉄製） ,50センチメートルを超え2メートル未満のものは大型ごみ　　3本まで1点　,ほ
燃やせないごみ ,ポール（プラスチック製） ,"140センチメートルを超えるものは大型ごみ
3本まで1点　",ほ
燃やせないごみ ,木刀 ,大きさにかかわらず燃やせないごみ,ほ
大型ごみ ,歩行器 ,50センチメートル以下は燃やせないごみ,ほ
大型ごみ ,ホットカーペット ,カバーとセットで1点　　1畳以下は燃やせるごみ,ほ
大型ごみ ,ホットカーペットカバー ,"キルティング生地で薄いものは布団と同様の扱い
1畳以下は燃やせるごみ",ほ
燃やせないごみ ,ホットプレート ,50センチメートルを超えるものは大型ごみ,ほ
大型ごみ ,ボディーボード ,50センチメートル以下は燃やせないごみ,ほ
燃やせないごみ ,ポリタンク ,"中は空にする
大きさにかかわらず燃やせないごみ",ほ
燃やせないごみ ,ポリバケツ ,"貼り紙などで「不用品」と表示する
長さ140センチメートル幅50センチメートルを超えるものは大型ごみ",ほ
燃やせないごみ ,保冷温庫 ,50センチメートルを超えるものは大型ごみ,ほ
燃やせるごみ ,保冷剤 ,,ほ
燃やせないごみ ,本立て ,50センチメートルを超えるものは大型ごみ,ほ
特定大型ごみ ,本棚・本箱 ,"50センチメートル以下は燃やせないごみ
1メートル以下は大型ごみ",ほ
燃やせるごみ ,枕 ,"大きさにかかわらず燃やせるごみ
磁気入りのものも同様の扱い",ま
木材欄を参照 ,枕木 ,,ま
大型ごみ ,マッサージ椅子 ,,ま
大型ごみ ,マットレス（スプリング入り） ,"幅140センチメートル以下のものに限る
幅140センチメートルを超えるものは処理困難物",ま
大型ごみ ,マットレス（スプリング無し） ,"3枚まで1点
スプリングがなく折りたためるものは布団と同様の扱い　",ま
燃やせないごみ ,松葉杖 ,,ま
燃やせないごみ ,まな板 ,50センチメートルを超えるものは大型ごみ,ま
木材欄を参照 ,丸太 ,,ま
木材欄を参照 ,幹 ,,み
大型ごみ ,ミシン ,"針は取り外す
50センチメートル以下は燃やせないごみ",み
燃やせないごみ ,ミニコンポ ,50センチメートルを超えるものは大型ごみ,み
大型ごみ ,ムートン ,1畳以下は燃やせるごみ,む
燃やせないごみ ,目覚まし時計 ,"電池は外す
50センチメートルを超えるものは大型ごみ",め
衣類・布類 ,毛布 ,,も
処理困難物 ,モーター（単体） ,市が収集処理できないもの,も
,工業用・農業用などのもの　,,も
燃やせるごみ ,木材 ,"長さ50センチメートル以下で直径10センチメートル以下のもの
1束30センチメートル程度",も
燃やせないごみ ,木材,"長さ50センチメートル以下で直径10センチメートルを超え20センチメートル以下のもの
1束30センチメートル程度",も
大型ごみ ,木材,"長さ50センチメートルを超え2メートル未満で直径20センチメートル以下のもの
3本まで1点",も
処理困難物 ,木材,長さ2メートルを超えるものや直径20センチメートルを超えるもの,も
大型ごみ ,餅つき機 ,50センチメートル以下は燃やせないごみ,も
大型ごみ ,木琴 ,50センチメートル以下は燃やせないごみ,も
大型ごみ ,物置（家庭用市販品） ,1坪以下のものに限る　　解体する,も
大型ごみ ,物干し竿 ,"3本まで1点（4メートルまで可）
長さ140センチメートル以下は燃やせないごみ",も
大型ごみ ,物干し台 ,"1対で1点
コンクリート台は処理困難物",も
大型ごみ ,門扉 ,"1対で1点
2メートル未満のものに限る",も
金属類 ,やかん ,「金属類」指定10品目,や
金属類 ,焼き網（餅・魚用） ,「金属類」指定10品目 ,や
処理困難物 ,薬品 ,市が収集処理できないもの ,や
特定粗大ごみ ,湯沸かし器 ,"点火装置が危険なため
電池は外す",ゆ
大型ごみ ,浴槽 ,"自分で取り外したものに限る
ホーロー製は処理困難物",よ
燃やせるごみ ,よしず ,"巻いておく
幅140センチメートルを超え、4メートル以下は大型ごみ　　",よ
大型ごみ ,四輪バギー ,"電動式の場合、バッテリーは処理困難物
エンジン式は処理困難物",よ
燃やせるごみ ,ライター ,中身（液体ガス等）は空にする,ら
燃やせないごみ ,ラジオ・ラジカセ ,50センチメートルを超えるものは大型ごみ,ら
大型ごみ ,ラティス ,"3枚まで1点
50センチメートル以下は燃やせないごみ",ら
燃やせないごみ ,ランドセル ,,ら
燃やせないごみ ,リール（釣り具） ,,り
大型ごみ ,リヤカー ,解体する,り
燃やせないごみ ,リュックサック ,金具のついていないものは燃やせるごみ ,り
燃やせないごみ ,ルームランナー（健康器具） ,50センチメートルを超えるものは大型ごみ ,る
大型ごみ ,冷温庫 ,50センチメートル以下は燃やせないごみ,れ
家電リサイクル,冷蔵庫 ,家電リサイクル法対象品目,れ
家電リサイクル ,冷凍庫 ,家電リサイクル法対象品目,れ
大型ごみ ,冷風扇 ,50センチメートル以下は燃やせないごみ,れ
燃やせるごみ ,レーザーディスク ,,れ
燃やせないごみ ,レーザーディスクプレーヤー ,50センチメートルを超えるものは大型ごみ　,れ
燃やせるごみ ,レコード ,,れ
燃やせないごみ ,レコードプレーヤー ,50センチメートルを超えるものは大型ごみ,れ
燃やせるごみ ,レジャーシート ,,れ
燃やせないごみ ,レターケース ,50センチメートルを超えるものは大型ごみ,れ
処理困難物 ,レンガ ,,れ
大型ごみ ,ロールスクリーン ,50センチメートル以下は燃やせないごみ,ろ
大型ごみ ,ロッカー ,,ろ
燃やせないごみ ,ワープロ ,"50センチメートルを超えるものは大型ごみ
テレビ型は貼り紙などで「ワープロ」と表示する",わ
,,,
燃やすごみ,ベルト,金属部分は取り外し、埋立ごみの日の金属へ,へ
燃やすごみ,ヘルメット,,へ
燃やすごみ,便座,温水洗浄機付便座は埋立ごみの日の金属へ,へ
燃やすごみ,ベンチ（金属以外、７０㎝以下）,,へ
燃やすごみ,ほうき（７０㎝以下）,,ほ
燃やすごみ,ボウル（金属以外）,,ほ
燃やすごみ,ホースリール（金属以外）,,ほ
燃やすごみ,ポータブルトイレ,汚物はトイレに捨てる,ほ
燃やすごみ,ホームラック（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,ほ
燃やすごみ,ボール（ゴルフ・野球・サッカー・テニスなど）,,ほ
燃やすごみ,ボールペン,,ほ
燃やすごみ,木刀（７０㎝以下）,,ほ
燃やすごみ,ボディーボード（７０㎝以下）,,ほ
燃やすごみ,ポリバケツ（７０㎝以下）,,ほ
燃やすごみ,保冷剤,,ほ
燃やすごみ,本棚（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,ほ
燃やすごみ,マージャンパイ,,ま
燃やすごみ,マガジンラック（金属以外、７０㎝以下）,,ま
燃やすごみ,枕（７０㎝以下）,,ま
燃やすごみ,マット（繊維製・ゴム製、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,ま
燃やすごみ,マットレス（７０㎝以下）,スプリングが入っているものは、埋立ごみ,ま
燃やすごみ,まな板,,ま
燃やすごみ,マフラー,,ま
燃やすごみ,マヨネーズのチューブ,キャップは資源（容プラ）,ま
燃やすごみ,マルチシート（家庭菜園用・７０㎝以下）,,ま
燃やすごみ,密封容器,,み
燃やすごみ,虫かご,,む
燃やすごみ,むしろ（７０㎝以下）,広げたときに７０㎝を超えているものは、埋立ごみ,む
燃やすごみ,めがねケース（金属以外）,,め
燃やすごみ,毛布（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,も
燃やすごみ,物干しざお（金属以外、７０㎝以下）,,も
燃やすごみ,焼き鳥の串,先を折って危なくないように,や
燃やすごみ,湯たんぽ（金属以外）,,ゆ
燃やすごみ,ゆりかご,,ゆ
燃やすごみ,洋だんす（７０㎝以下）,,よ
燃やすごみ,よしず（７０㎝以下）,,よ
燃やすごみ,ライティングデスク（金属以外、７０㎝以下）,,ら
燃やすごみ,ラップの芯,,ら
燃やすごみ,ランドセル,,ら
燃やすごみ,リビングボード（７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,り
燃やすごみ,旅行かばん（金属以外、７０㎝以下）,,り
燃やすごみ,レーザーディスク（ソフト）,,れ
燃やすごみ,レコード,,れ
燃やすごみ,レジャーテーブル（金属以外、７０㎝以下）,,れ
燃やすごみ,レンジ台（金属以外、７０㎝以下）,,れ
燃やすごみ,ロープ（金属以外・７０㎝以下）,,ろ
燃やすごみ,ローボード（７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,ろ
燃やすごみ,ロッカー（金属以外、７０㎝以下）,,ろ
燃やすごみ,ロッキングチェア（金属以外、７０㎝以下）,,ろ
燃やすごみ,和だんす（７０㎝以下）,,わ
びん,一升びん,酒屋さんなどへ返しましょう・キャップを外してひと洗い,い
びん,ウィスキーのびん,キャップを外してひと洗い・割れたものも回収します,う
びん,カップ酒のびん,キャップを外してひと洗い,か
びん,サラダ油のびん,キャップを外してひと洗い,さ
びん,ジュースのびん,キャップを外してひと洗い,し
びん,ドリンク剤のびん,キャップを外してひと洗い,と
びん,ハチミツのびん,キャップを外してひと洗い,は
びん,ビールびん,酒屋さんなどへ返しましょう,ひ
